"","studyDbId","location","year","latitude","longitude","YYYYMMDD","T2M","PRECTOTCORR","ALLSKY_SFC_SW_DWN"
"35",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-04,6.15,6.78,20.56
"36",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-05,3.81,0.06,20.98
"37",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-06,4.78,0,22.93
"38",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-07,9,0,20.17
"39",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-08,8.7,0.04,20.61
"40",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-09,3.87,0.07,19.61
"41",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-10,0.61,2.2,17.27
"42",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-11,-0.02,4.23,5.7
"43",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-12,0.1,0.48,13.02
"44",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-13,0.97,0.6,20.21
"45",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-14,-0.17,3.57,9.04
"46",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-15,0.66,1.36,15.94
"47",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-16,0.8,0.84,11.43
"48",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-17,3.3,0.13,21.56
"49",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-18,5.5,3.12,10.52
"50",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-19,4.47,0.24,20.2
"51",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-20,5.35,3.18,15.2
"52",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-21,7.17,4.4,15.49
"53",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-22,7.72,0.11,23.16
"54",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-23,8.59,0.03,24.98
"55",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-24,9.93,0,23.62
"56",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-25,10.08,1.4,12.62
"57",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-26,7.79,0.82,22.08
"58",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-27,5.66,0.12,20.06
"59",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-28,6.3,0.11,16.83
"60",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-29,8,0.1,21.03
"61",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-04-30,6.85,2.92,10.38
"62",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-01,10.45,0.09,21.7
"63",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-02,8.38,0.45,9.43
"64",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-03,11.43,0.03,25.77
"65",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-04,13.4,0,20.83
"66",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-05,10.55,9.12,9.76
"67",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-06,9.02,5.16,14.46
"68",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-07,8.06,2.48,22.15
"69",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-08,4.9,0.32,22.57
"70",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-09,6.12,0.36,22.18
"71",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-10,7.08,0.15,26.09
"72",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-11,9.28,0.01,27.17
"73",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-12,7.52,3.07,17.52
"74",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-13,7.14,0.21,27.2
"75",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-14,8.67,2.27,13.12
"76",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-15,12.58,0.96,13.74
"77",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-16,12.66,0.02,23.05
"78",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-17,10.15,0,23.44
"79",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-18,10.12,1.58,21.78
"80",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-19,8.09,0.04,22.87
"81",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-20,8.13,3.3,19.24
"82",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-21,8.95,1.19,19.7
"83",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-22,12.53,0,27.66
"84",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-23,13.25,2.26,18.41
"85",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-24,12.41,0.05,18.87
"86",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-25,13.59,0.62,20.77
"87",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-26,15.92,1.68,20.32
"88",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-27,13.27,1.37,13.51
"89",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-28,10.79,0.4,19.66
"90",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-29,11.44,2.29,15.54
"91",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-30,10.57,3.2,15.76
"92",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-05-31,14.75,0.01,25.1
"93",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-01,16.55,0.38,21.01
"94",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-02,18.14,4.36,20.32
"95",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-03,15.99,12.71,17.47
"96",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-04,12.22,4.77,13.52
"97",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-05,14.75,7.49,20.48
"98",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-06,14.47,0.24,29.93
"99",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-07,15.98,0.03,28.37
"100",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-08,18.3,0.17,24.06
"101",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-09,16.92,2.59,11.75
"102",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-10,16.47,6.29,17.46
"103",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-11,17.03,2.08,28.01
"104",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-12,15.19,11,19.08
"105",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-13,9.06,19.87,13.39
"106",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-14,10.95,0.58,16.75
"107",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-15,13.59,0,22.88
"108",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-16,16.67,0.19,22.84
"109",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-17,17.04,0.18,14.86
"110",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-18,14.08,1.29,21.43
"111",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-19,13.18,3.42,17.97
"112",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-20,15.93,0.97,24.06
"113",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-21,18.36,0,30.11
"114",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-22,20.12,0,29.93
"115",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-23,17.29,0,32.16
"116",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-24,17.06,0,31
"117",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-25,19.27,0,31.64
"118",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-26,21.18,0,31.93
"119",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-27,24.02,0,30.71
"120",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-28,22.09,0,30.75
"121",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-29,18.51,0.02,28.51
"122",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-06-30,20.71,0.01,28.3
"123",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-01,22.61,0,28.54
"124",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-02,23.21,1.5,26.14
"125",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-03,18.52,3.83,19.6
"126",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-04,16.62,4.53,19.84
"127",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-05,20.01,0.34,26.61
"128",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-06,21.2,1.51,19.29
"129",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-07,20.18,3.08,18.83
"130",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-08,21.84,0.06,26.14
"131",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-09,21.53,0,26.41
"132",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-10,20.72,0,28.51
"133",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-11,24.01,0,30.18
"134",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-12,25.84,0.16,29.9
"135",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-13,23.87,0.65,25.03
"136",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-14,23.54,0,30.54
"137",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-15,23.98,0.01,30.36
"138",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-16,22.75,0.11,29.64
"139",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-17,20.87,0.08,30.38
"140",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-18,18.5,0.02,28.77
"141",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-19,22.66,0,29.24
"142",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-20,24.83,0,29.83
"143",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-21,24.61,0,28.07
"144",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-22,22.71,0.01,29.25
"145",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-23,23.33,0,27.29
"146",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-24,25.66,0,28.41
"147",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-25,27.49,0,27.67
"148",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-26,28.84,0,28.04
"149",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-27,29.41,0,27.45
"150",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-28,29.86,0,27.11
"151",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-29,30.2,0,28.07
"152",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-30,29.17,0,28.56
"153",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-07-31,29.1,0,26.97
"154",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-01,26.96,0,17.32
"155",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-02,23.83,0,28.29
"156",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-03,23.28,0,28.17
"157",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-04,19.76,0,27.79
"158",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-05,19.9,0,26.44
"159",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-06,21.75,0,27.55
"160",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-07,24.97,0,27.35
"161",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-08,26.54,0,26.85
"162",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-09,24.96,1.85,13.54
"163",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-10,24.76,0.61,20.99
"164",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-11,25.93,0.27,24.56
"165",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-12,26.05,0.31,23.97
"166",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-13,21.38,0,26.58
"167",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-14,22.35,0,26
"168",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-15,25,0,25.63
"169",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-16,26.65,0,24.94
"170",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-17,26.75,0,24.53
"171",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-18,27.53,0,19.98
"172",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-19,25.27,5.24,13.77
"173",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-20,26.18,0.13,18.66
"174",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-21,24.94,0,23.93
"175",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-22,25.29,0.5,20.95
"176",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-23,24.88,0.05,18.56
"177",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-24,24.48,0.89,18.82
"178",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-25,24.52,1.11,21.13
"179",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-26,23.99,0.07,22.3
"180",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-27,18.69,0,19.32
"181",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-28,18.54,0,23.07
"182",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-29,21.64,0,23.19
"183",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-30,24.47,0,21.79
"184",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-08-31,25.63,0,16.91
"185",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-01,23.62,0.06,21.22
"186",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-02,24.77,0,19.69
"187",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-03,21.12,0.5,8.43
"188",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-04,20.25,0,21.36
"189",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-05,19.79,0,22.38
"190",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-06,21.5,0,21.65
"191",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-07,22.13,0,17.06
"192",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-08,17.57,0.02,22.02
"193",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-09,16.69,0,21.66
"194",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-10,17.79,0,21.26
"195",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-11,18.21,0,10.2
"196",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-12,18.36,0.07,5.71
"197",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-13,18.89,0.07,13.75
"198",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-14,17.01,2.68,10.37
"199",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-15,16.85,0.03,13.94
"200",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-16,16.26,0.06,15.22
"201",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-17,13.89,0.54,14.93
"202",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-18,15.69,0.84,12.35
"203",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-19,16.49,0,17.28
"204",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-20,15.23,0,18.62
"205",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-21,15.91,0,13.51
"206",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-22,14.78,0.63,15.02
"207",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-23,13.08,0,15.61
"208",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-24,16.29,0,17
"209",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-25,17.72,0,16.84
"210",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-26,18.64,0,16.96
"211",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-27,19.52,0,16.74
"212",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-28,18.15,1.07,10.1
"213",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-29,14.19,6.47,7.75
"214",10701,"Davenport,  WA",2022,47.6540456,-118.149973,2022-09-30,14.68,0.15,11.85
"215",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-01,-2.54,0.03,12.58
"216",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-02,-0.17,1.33,14.39
"217",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-03,-0.55,0.35,14.13
"218",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-04,0,0.07,10.53
"219",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-05,-0.77,3.69,10.06
"220",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-06,-2.29,1.41,6.33
"221",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-07,-0.56,0.06,14.91
"222",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-08,0.3,1.41,13.42
"223",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-09,0.83,1.03,14.9
"224",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-10,-1.09,9.53,3.28
"225",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-11,0.1,0.42,16.32
"226",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-12,1.65,1.77,12.6
"227",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-13,3.59,9.53,6.54
"228",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-14,0.95,0.17,15.9
"229",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-15,1.2,0.02,17.65
"230",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-16,1.57,0,17.22
"231",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-17,2.77,0,17.15
"232",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-18,4.4,0,17.93
"233",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-19,4.83,0,13.12
"234",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-20,4.31,1.58,7.24
"235",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-21,4.3,0.01,17.02
"236",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-22,4.9,0,19.67
"237",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-23,2.95,1.61,12.61
"238",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-24,1.25,0.31,14.12
"239",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-25,-0.32,0.28,15.17
"240",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-26,1.9,0.13,12.29
"241",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-27,1.7,0.06,12.43
"242",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-28,4.05,0,13.01
"243",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-29,4.02,0.26,11.8
"244",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-30,5.13,0.08,16.05
"245",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-03-31,2.97,2.21,12.2
"246",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-01,3.13,3.7,16.05
"247",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-02,0.7,1.75,15.19
"248",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-03,1.67,1.51,14.68
"249",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-04,1.98,0.2,17.33
"250",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-05,2.98,0,21.31
"251",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-06,5.49,0.06,12.28
"252",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-07,6.76,6.61,8.65
"253",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-08,6.17,0.02,13.3
"254",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-09,9.51,3.71,8.9
"255",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-10,9.68,13.13,6.78
"256",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-11,5.23,5.13,19.27
"257",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-12,3.95,0.03,19.4
"258",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-13,4.39,0.07,19.73
"259",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-14,5.18,0.2,19.48
"260",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-15,7.55,0.01,15.98
"261",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-16,7.46,2.97,9.46
"262",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-17,5.01,0.69,20.24
"263",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-18,4.13,1.36,20.61
"264",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-19,3.27,0.52,18.97
"265",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-20,3.49,2.44,15.83
"266",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-21,5.44,1.66,19.29
"267",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-22,8.2,0.04,20.98
"268",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-23,9.82,4.79,11.81
"269",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-24,8.26,1.52,18.52
"270",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-25,9.14,0,25.37
"271",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-26,12.51,0.04,21.49
"272",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-27,13,0,24.19
"273",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-28,15.38,0,26.58
"274",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-29,18.86,0,25.21
"275",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-04-30,18.56,0,24.55
"276",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-05-01,14.99,1.32,19.5
"277",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-05-02,16.57,0.49,24.48
"278",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-05-03,19.8,0.07,25.74
"279",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-05-04,17.19,11.02,21.96
"280",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-05-05,11.45,5.97,6.62
"281",10845,"Davenport,  WA",2023,47.6540456,-118.149973,2023-05-06,10.61,0.91,12.71
