germplasmName,BLUE,SE,n
MI14R0079,4233.34543701633,868.366752468338,1
MI14R0100,3824.34543701632,868.366752468339,1
MI14R0139,3912.34543701632,868.366752468338,1
MI14R0160,3881.34543701631,868.366752468338,1
MI14R0214,3846.34543701632,868.366752468339,1
MI14R0329,4269.34543701632,868.366752468338,1
MI14R0342,4349.34543701632,868.366752468339,1
MI14R0352,4137.34543701632,868.366752468339,1
MI14R0364,3890.34543701632,868.366752468339,1
MI14R0491,3640.34543701632,868.366752468338,1
MI14R0515,4150.34543701632,868.366752468339,1
MI14R0677,3904.34543701632,868.366752468339,1
MI14R0680,3828.34543701632,868.366752468339,1
MI14R0683,3848.34543701631,868.366752468338,1
MI14R0686,4213.34543701632,868.366752468338,1
MI14R0689,4155.34543701632,868.366752468338,1
MI14R0693,3957.34543701632,868.366752468338,1
MI14R0705,3979.34543701632,868.366752468339,1
MI14R0708,3963.34543701632,868.366752468339,1
MI14R0711,4013.34543701631,868.366752468339,1
MI14R0714,4207.34543701632,868.366752468339,1
MI14R0717,4043.34543701632,868.366752468339,1
MI14W0229,4018.34543701631,868.366752468339,1
MI14W0273,3890.34543701632,868.366752468339,1
MI14W0315,3663.34543701632,868.366752468339,1
MI14W0405,4071.34543701632,868.366752468339,1
MI14W0470,4168.34543701632,868.366752468339,1
MI14W0529,4023.34543701632,868.366752468338,1
MI14W0563,3897.34543701633,868.366752468339,1
MI14W0579,3802.34543701632,868.366752468338,1
MI14W0674,3977.34543701632,868.366752468339,1
MI14W0696,3961.34543701632,868.366752468339,1
MI14W0699,3926.34543701632,868.366752468339,1
MI14W0702,3968.34543701632,868.366752468339,1
MI14W0720,3708.34543701632,868.366752468339,1
MI14W0723,3952.34543701632,868.366752468339,1
MI14W0728,3876.34543701632,868.366752468339,1
MI14W0731,3904.34543701632,868.366752468339,1
MI14W0734,3993.34543701632,868.366752468339,1
MI14W0737,3859.34543701632,868.366752468339,1
MO050921-624,4064.34543701632,868.366752468339,1
MO080104-625,4205.84755851439,843.363648433154,2
MSU_LINE_E6032-1051,4055.1380585144,843.363648433154,2
MSU_LINE_E8052-1052,4000.64205851439,843.363648433154,2
NY0%GERM-27-661,3353.60521411241,842.932786010126,2
NY00012-540,4091.4397942085,868.130133190242,1
NY00020-1178,3792.08268001247,868.359069031021,1
NY00020-1179,3953.3070585144,843.363648433154,2
NY00020-1180,4139.20005851439,843.363648433154,2
NY003097and98-1215,3646.56868001246,868.359069031021,1
NY003097and98-1216,3644.71868001246,868.359069031021,1
NY01002-541,3727.11579720849,868.130133190242,1
NY01002-AN-717,4045.1269612085,868.130133190242,1
NY01003-1181,3934.8760585144,843.363648433154,2
NY01003-1182,3665.0320585144,843.363648433154,2
NY01003-1183,3922.41455851439,843.363648433154,2
NY01003-1184,4238.37005851439,843.363648433154,2
NY01003-1185,3550.05068001247,868.359069031021,1
NY01003-1186,3838.49205851439,843.363648433154,2
NY01003-556,3827.8273062085,868.130133190242,1
NY01003-564,4115.2939772085,868.130133190242,1
NY01003-592,3994.9276002085,868.130133190241,1
NY01005-534,4030.4387602085,868.130133190242,1
NY01005-545,3635.6829312085,868.130133190242,1
NY01005-585,3579.8563782085,868.130133190242,1
NY01008-535,4195.5831712085,868.130133190242,1
NY01009-507,3538.99181720849,868.130133190242,1
NY01016-AN-716,4201.26210368299,822.233141667605,12
NY01018-560,3851.6150982085,868.130133190242,1
NY01018-566,3516.5155792085,868.130133190243,1
NY01019-1187,3637.2090585144,843.363648433154,2
NY01019-1188,3986.2330585144,843.363648433154,2
NY01020-1189,3843.1155585144,843.363648433154,2
NY01020-494,3773.7097082085,868.130133190243,1
NY01020-505,4032.9427172085,868.130133190242,1
NY01023-1190,3735.72605851439,843.363648433154,2
NY01023-583,3642.4702852085,868.130133190242,1
NY01026-1191,3949.2730585144,843.363648433154,2
NY01062-557,3818.9349132085,868.130133190242,1
NY01066-1192,3887.11605851439,843.363648433154,2
NY01066-1193,3972.3640585144,843.363648433154,2
NY01066-496,3855.49739361048,842.93235244194,2
NY01066-533,4110.0268752085,868.130133190242,1
NY01066-558,3651.4832892085,868.130133190242,1
NY01066-561,4258.7678022085,868.130133190242,1
NY01066-563,3702.0282932085,868.130133190242,1
NY01066-572,4043.1287362085,868.130133190242,1
NY01066-591,3998.40058161048,842.93235244194,2
NY01067-1194,4060.41505851439,843.363648433154,2
NY01067-492,3853.8847242085,868.130133190242,1
NY01068-1195,3742.46205851439,843.363648433154,2
NY01069-542,3848.6528492085,868.130133190242,1
NY02002-1196,3659.20655851439,843.363648433154,2
NY02003-1197,4121.7850585144,843.363648433154,2
NY02003-1198,4041.1990585144,843.363648433154,2
NY02003-1199,3691.41455851438,843.363648433154,2
NY02003-1200,3879.4570585144,843.363648433154,2
NY02003-1201,3761.52468001246,868.359069031021,1
NY02003-1202,3809.6300585144,843.363648433154,2
NY02003-1203,3953.45868001247,868.359069031021,1
NY02003-1204,3720.44868001247,868.359069031021,1
NY02004-1205,3884.39268001247,868.359069031021,1
NY02007-1206,3868.02005851439,843.363648433154,2
NY02007-792,3721.47468001246,868.359069031021,1
NY02007-793,3631.34543701631,868.366752468339,1
NY02007-794,3818.96868001248,868.359069031021,1
NY02007-797,3767.25268001246,868.359069031021,1
NY02007-798,3597.34543701632,868.366752468339,1
NY02007-799,3740.00868001247,868.359069031021,1
NY02007-800,3863.95468001248,868.359069031021,1
NY02007-801,3515.96068001247,868.359069031021,1
NY02007-802,3875.10768001247,868.359069031021,1
NY02008-806,3953.69405851439,843.363648433154,2
NY02008-807,4125.86105851439,843.363648433154,2
NY02008-808,3920.12105851439,843.363648433154,2
NY02008-809,3918.18368001247,868.359069031021,1
NY02008-810,3589.39668001247,868.359069031021,1
NY02008-811,3395.90368001247,868.359069031021,1
NY02008-812,3798.74568001246,868.359069031021,1
NY02008-813,3836.18205851439,843.363648433154,2
NY02008-814,3923.92205851439,843.363648433154,2
NY02010-1207,3867.39955851439,843.363648433154,2
NY02010-1208,3765.50868001247,868.359069031021,1
NY02010-1209,3472.38868001248,868.359069031021,1
NY02012-1210,3938.33268001247,868.35906903102,1
NY02012-1211,3397.61868001247,868.359069031021,1
NY03005-1212,4309.23368001247,868.35906903102,1
NY03005-1213,4128.79205851439,843.363648433154,2
NY03008-527,4086.25021420849,868.130133190242,1
NY03009-513,3964.5500442085,868.130133190242,1
NY03010-512,3818.98443961049,842.93235244194,2
NY03010-543,3983.70114320849,868.130133190242,1
NY03010-553,3768.9668672085,868.130133190242,1
NY03015-385,4001.72137721624,868.213431191829,1
NY03015-490,3876.4035042085,868.130133190242,1
NY03015-516,4009.1044932085,868.130133190242,1
NY03015-522,3959.77745120849,868.130133190242,1
NY03015-528,3843.16763220849,868.130133190242,1
NY03015-529,4117.32132820849,868.130133190242,1
NY03015-537,4274.23105320849,868.130133190243,1
NY03015-538,3980.9149802085,868.130133190242,1
NY03015-544,3825.8922302085,868.130133190242,1
NY03015-568,3826.0652952085,868.130133190242,1
NY03015-570,3965.4498592085,868.130133190242,1
NY03015-582,4221.8098052085,868.130133190242,1
NY03015-587,4170.8483422085,868.130133190242,1
NY03015-588,3760.2573352085,868.130133190242,1
NY03043-1241,3420.51868001247,868.359069031021,1
NY03043-1242,3939.05068001248,868.359069031021,1
NY03043-1243,3788.77605851439,843.363648433154,2
NY03043-1244,3472.95205851439,843.363648433154,2
NY03053-1224,3719.18705851439,843.363648433154,2
NY03053-1225,3663.9050585144,843.363648433154,2
NY03053-1226,3990.83468001247,868.359069031021,1
NY03060-1246,3892.56205851439,843.363648433154,2
NY03060-1247,3678.8670585144,843.363648433154,2
NY03060-1248,3910.39205851439,843.363648433154,2
NY03060-1249,4023.59868001247,868.359069031021,1
NY03076-1227,3874.15805851439,843.363648433154,2
NY03076-1228,3918.79068001247,868.359069031021,1
NY03080-1236,3412.90068001247,868.359069031021,1
NY03080-1237,3659.06868001246,868.359069031021,1
NY03082-1214,3939.31868001247,868.359069031021,1
NY03082-511,4084.2263902085,868.130133190242,1
NY03082-521,3926.84848111048,842.93235244194,2
NY03082-580,4116.8532142085,868.130133190242,1
NY03084-388,4005.00345021624,868.213431191828,1
NY03084-389,3476.88713521625,868.213431191828,1
NY03085-390,3976.23313821625,868.213431191828,1
NY03086-392,3499.82655121238,842.972326997161,2
NY03086-393,3997.72627021237,842.972326997161,2
NY03087and88-642,3810.34543701632,868.366752468339,1
NY03087and88-645,3818.24118061241,842.932786010126,2
NY03087and88-647,3692.34543701632,868.366752468339,1
NY03087and88-649,3930.5988642085,868.130133190242,1
NY03087and88-651,4293.7142242085,868.130133190242,1
NY03089-394,3816.42355347907,834.281020084713,3
NY03092-648,3657.53573411241,842.932786010126,2
NY03093and94-501,4025.5004352085,868.130133190242,1
NY03093and94-510,3960.36261761049,842.93235244194,2
NY03093and94-523,4228.7621322085,868.130133190242,1
NY03100-1217,3424.89555851439,843.363648433154,2
NY03100-539,3827.1834152085,868.130133190242,1
NY03100-555,3928.38851720849,868.130133190242,1
NY03100-567,4119.5536562085,868.130133190242,1
NY03100-574,3831.9573862085,868.130133190242,1
NY03102-3-4-524,3374.01509420849,868.130133190242,1
NY03110-1-2-5-6-498,3274.9320502085,868.130133190241,1
NY03110-1-2-5-6-506,3084.6682192085,868.130133190242,1
NY03110-1-2-5-6-532,3078.8961942085,868.130133190242,1
NY03110-1-2-5-6-589,3445.89501720849,868.130133190242,1
NY03120and126-650,3424.34543701632,868.366752468339,1
NY03143-1218,3882.8520585144,843.363648433154,2
NY03143-397,3480.25247721624,868.213431191828,1
NY03143-656,3808.34543701632,868.366752468339,1
NY03143-657,3725.7031702085,868.130133190242,1
NY03156and157-1219,3911.66268001247,868.359069031021,1
NY03179FHB-10-272,4165.61443521624,868.213431191829,1
NY03182and183-518,4170.9621822085,868.130133190242,1
NY04006-1245,3922.5455585144,843.363648433154,2
NY04028-1238,3343.09868001246,868.359069031021,1
NY04028-1239,3484.78868001247,868.359069031021,1
NY04033-1232,3676.24205851438,843.363648433154,2
NY04034-1240,3992.78668001247,868.359069031021,1
NY04044-1250,4031.49355851439,843.363648433154,2
NY04044-1251,4059.15968001247,868.359069031021,1
NY04047-1252,3882.29868001247,868.359069031021,1
NY04047-1253,3973.74455851439,843.363648433154,2
NY04056-1-BC-719,3757.9487152085,868.130133190242,1
NY04090-1254,3916.21868001247,868.359069031021,1
NY04090-1255,3749.72068001247,868.359069031021,1
NY04095-1230,3682.93968001247,868.359069031021,1
NY04095-1231,3727.7720585144,843.363648433154,2
NY04097-1221,3755.7520585144,843.363648433154,2
NY04097-1222,3572.69868001247,868.359069031021,1
NY04097-1223,3636.59068001247,868.359069031021,1
NY04098-1220,3831.14005851439,843.363648433154,2
NY04100-1229,3743.92068001246,868.359069031021,1
NY04126-1233,3888.95868001247,868.359069031021,1
NY04126-1234,4041.5640585144,843.363648433154,2
NY04127-1235,3762.45068001246,868.359069031021,1
NY05064and66-1-614,4311.44596120849,868.130133190242,1
NY05072-8-3-3-789,4183.34543701632,868.366752468339,1
NY05072-8-4-2-790,3648.60008511241,842.932786010127,2
NY05075-11-7-2-791,4492.1475232085,868.130133190242,1
NY05138-1256,3918.60155851439,843.363648433154,2
NY05138-1257,3520.61868001247,868.359069031021,1
NY05138-1258,3705.60268001247,868.359069031021,1
NY05138-1259,3290.58768001247,868.359069031021,1
NY05139-1260,3699.8120585144,843.363648433154,2
NY05143-2-593,3866.2742062085,868.130133190242,1
NY05152-815,3456.84968001247,868.359069031021,1
NY05152-816,4093.04268001246,868.359069031021,1
NY05152-817,3647.19268001246,868.359069031021,1
NY05152-818,4121.1920585144,843.363648433154,2
NY05152-819,3713.57268001247,868.359069031021,1
NY05152-820,4054.53105851439,843.363648433154,2
NY05152-821,3916.26705851439,843.363648433154,2
NY05152-822,3877.34543701632,868.366752468339,1
NY05152-823,4133.36868001247,868.359069031021,1
NY05152-824,4074.14168001247,868.359069031021,1
NY05152-825,3973.97205851439,843.363648433154,2
NY05152-827,3876.78768001247,868.359069031021,1
NY05152-828,3410.71868001247,868.359069031021,1
NY05158-833,3922.1315585144,843.363648433154,2
NY05158-834,3993.34543701632,868.366752468339,1
NY05158-835,3736.9695585144,843.363648433154,2
NY05158-836,3862.34543701632,868.366752468339,1
NY05158-837,3496.43668001247,868.359069031021,1
NY05158-838,3689.89068001247,868.359069031021,1
NY05158-839,3973.8220585144,843.363648433154,2
NY05158-840,3609.79868001247,868.359069031021,1
NY05158-841,4119.1680585144,843.363648433154,2
NY05158-842,3830.6835585144,843.363648433154,2
NY05158-844,3939.0260585144,843.363648433154,2
NY05158-845,3970.04468001247,868.359069031021,1
NY05158-846,4000.4140585144,843.363648433154,2
NY05158-848,3991.4320585144,843.363648433154,2
NY05158-850,3343.16668001247,868.359069031021,1
NY05158-855,3937.83005851439,843.363648433154,2
NY05158-856,3917.34543701632,868.366752468339,1
NY05158-857,3974.2185585144,843.363648433154,2
NY05158-859,3809.7860585144,843.363648433154,2
NY05158-860,3259.78968001247,868.359069031021,1
NY05158-861,4148.08205851439,843.363648433154,2
NY05158-862,4090.4440585144,843.363648433154,2
NY05158-863,3801.09968001247,868.35906903102,1
NY05158-864,3972.66355851439,843.363648433154,2
NY05158-866,4021.89205851439,843.363648433154,2
NY05158-867,3411.34543701632,868.366752468339,1
NY05158-868,3904.01868001247,868.359069031021,1
NY05158-869,3566.35068001247,868.359069031021,1
NY05158-870,3954.34543701632,868.366752468339,1
NY05161-5-594,3762.8215092085,868.130133190242,1
NY06073-106-786,3615.91873020849,868.130133190242,1
NY06073-124-787,3543.22668001247,868.359069031021,1
NY06073-54-779,3645.7711802085,868.130133190242,1
NY06073-70-783,3639.89887361241,842.932786010126,2
NY06073-75-784,3668.34543701632,868.366752468339,1
NY07011-138-402,3688.4313972085,868.130133190242,1
NY07012-139-403,3912.07385820849,868.130133190242,1
NY07014-141-405,3918.67210441243,834.504063393114,3
NY07015-142-406,4109.35148720849,868.130133190242,1
NY07016-143-407,4105.01055820849,868.130133190242,1
NY07020-147-410,3912.3306872085,868.130133190242,1
NY07021-148-411,3698.8821632085,868.130133190242,1
NY07022-149-412,3595.5530782085,868.130133190242,1
NY07023-150-413,4005.2927282085,868.130133190242,1
NY07057-10-69-771,3199.8977532085,868.130133190242,1
NY07063-1-1-773,3695.2008872085,868.130133190242,1
NY07063-1-45-774,3835.25769861048,842.93235244194,2
NY07063-1-51-775,3650.34543701632,868.366752468339,1
NY07073-872,3899.0550585144,843.363648433154,2
NY07075-874,4079.74955851439,843.363648433154,2
NY07076-875,4049.26668001247,868.359069031021,1
NY07078-876,4023.36405851439,843.363648433154,2
NY07079-877,3388.34543701631,868.366752468339,1
NY07083-878,3640.26205851439,843.363648433154,2
NY07085-879,3908.1410585144,843.363648433154,2
NY07088-880,3913.64655851439,843.363648433154,2
NY07089-881,4085.14368001247,868.359069031021,1
NY07091-883,3888.46068001247,868.359069031021,1
NY07092-885,4170.76568001247,868.359069031021,1
NY07093-886,4367.54868001246,868.359069031021,1
NY07094-887,4132.97868001246,868.359069031021,1
NY07097-889,3943.61868001247,868.359069031021,1
NY07100-892,3863.17068001247,868.359069031021,1
NY07101-893,3828.8620585144,843.363648433154,2
NY07103-106-743,3427.1518092085,868.130133190242,1
NY07103-109-749,3629.34543701632,868.366752468339,1
NY07103-137-748,3099.6321752085,868.130133190242,1
NY07103-148-746,3701.2983322085,868.130133190242,1
NY07104-134-756,3886.34543701632,868.366752468339,1
NY07104-141-757,4325.7141452085,868.130133190241,1
NY07104-43-754,3896.5401562085,868.130133190242,1
NY07104-59-755,4086.9385522085,868.130133190242,1
NY07105-17-759,3616.34543701632,868.366752468339,1
NY07105-63-722,3591.2869592085,868.130133190242,1
NY07105-64-726,3775.34543701632,868.366752468339,1
NY07105-72-762,3875.34543701632,868.366752468339,1
NY07105-76-727,3564.34543701631,868.366752468339,1
NY07105-79-734,3750.34543701632,868.366752468339,1
NY07105-83-729,3782.39740011241,842.932786010126,2
NY07105-85-730,3609.56731761242,842.932786010126,2
NY07106-104-723,3439.4845512085,868.130133190242,1
NY07106-106-724,3652.4539262085,868.130133190242,1
NY07106-115-733,3825.7054132085,868.130133190242,1
NY07106-116-725,3562.52693761241,842.932786010126,2
NY07106-135-766,3691.34543701632,868.366752468339,1
NY07106-162-732,3593.9405482085,868.130133190242,1
NY07106-167-736,3733.34543701632,868.366752468339,1
NY07106-90-758,3440.1135002085,868.130133190242,1
NY07106-91-731,3428.34543701632,868.366752468339,1
NY09034-3-05-1076,4167.56668001247,868.359069031021,1
NY09034-3-17-1077,3776.19468001247,868.359069031021,1
NY09039-8-8-1066,3766.41468001247,868.359069031021,1
NY09040-1-12-1081,3845.60905851439,843.363648433154,2
NY09044-4-12-1083,3571.31868001247,868.359069031021,1
NY09058-1-23-1086,3931.30505851439,843.363648433154,2
NY09059-1-24-1071,3683.34543701632,868.366752468339,1
NY09060-10-06-1088,3846.34543701632,868.366752468339,1
NY09063-11-20-1089,3799.77868001247,868.359069031021,1
NY09063-11-64-1090,3970.0015585144,843.363648433154,2
NY09063-11-66-1091,3704.56568001247,868.359069031021,1
NY09064-23-34-1093,3714.34543701632,868.366752468338,1
NY09067-2-04-1094,4084.91355851439,843.363648433154,2
NY09067-2-08-1095,3868.12668001247,868.359069031021,1
NY09067-2-48-1096,3922.95468001247,868.359069031021,1
NY09067-2-69-1097,4163.5700585144,843.363648433154,2
NY09067-2-86-1098,4005.56705851439,843.363648433154,2
NY09068-5-13-1068,3654.84368001246,868.359069031021,1
NY09068-5-19-1069,4053.2885585144,843.363648433154,2
NY09068-5-6-1067,3757.47768001246,868.359069031021,1
NY09068-5-62-1101,3863.07868001247,868.359069031021,1
NY09068-5-85-1070,3987.69268001247,868.359069031021,1
NY09069-3-18-1102,3805.53468001246,868.359069031021,1
NY09073-1-60-1107,4077.34543701632,868.366752468339,1
NY09077-13-15-1110,4017.57068001247,868.359069031021,1
NY09077-13-36-1111,3715.55868001247,868.359069031021,1
NY09079-6-07-1114,3885.2720585144,843.363648433154,2
NY09079-6-29-1115,4008.78168001247,868.359069031021,1
NY09079-6-39-1116,3744.67205851439,843.363648433154,2
NY09080-3-04-1117,3695.71868001247,868.359069031021,1
NY09080-3-10-1118,3780.94368001247,868.359069031021,1
NY09080-3-60-1120,3467.26968001247,868.35906903102,1
NY09085-9-72-1122,3863.59368001247,868.359069031021,1
NY09086-6-41-1123,3729.34543701632,868.366752468339,1
NY09088-8-10-1126,3724.18668001247,868.359069031021,1
NY09088-8-18WHITE-1128,3954.34543701632,868.366752468339,1
NY09088-8-74-1129,3704.76168001247,868.359069031021,1
NY09089-16-894,4076.34543701632,868.366752468339,1
NY09089-43-895,3866.34543701632,868.366752468339,1
NY09089-73-898,3870.33868001247,868.359069031021,1
NY09090-2-901,3968.25205851439,843.363648433153,2
NY09090-22-902,3858.34668001247,868.359069031021,1
NY09090-42-903,3996.02868001247,868.359069031021,1
NY09090-60-904,3722.5030585144,843.363648433154,2
NY09090-9-905,3863.10968001247,868.359069031021,1
NY09091-14-906,3554.97468001247,868.359069031021,1
NY09091-16-907,3698.93268001247,868.359069031021,1
NY09091-25-908,3779.91468001247,868.359069031021,1
NY09091-32-909,3636.86268001247,868.359069031021,1
NY09091-38-910,3902.34543701632,868.366752468338,1
NY09091-39-911,3694.49868001247,868.359069031022,1
NY09091-48-912,3883.47168001247,868.359069031021,1
NY09091-57-913,3869.59668001247,868.359069031021,1
NY09091-6-914,3743.46468001247,868.359069031021,1
NY09091-66-915,3657.67868001247,868.359069031021,1
NY09091-71-916,3634.43868001247,868.359069031021,1
NY09091-83-918,3887.68005851439,843.363648433154,2
NY09092-28-919,3838.57868001247,868.359069031021,1
NY09093-48-922,3607.34543701632,868.366752468339,1
NY09095-14-926,3562.34543701632,868.366752468339,1
NY09095-16-928,3841.79905851439,843.363648433154,2
NY09095-2-929,3634.78868001246,868.359069031021,1
NY09095-22-930,3746.24268001247,868.359069031021,1
NY09095-8-934,3632.99868001247,868.359069031021,1
NY09096-14-937,3947.34543701632,868.366752468339,1
NY09096-39-939,3781.73868001247,868.359069031021,1
NY09096-51-942,3829.14005851439,843.363648433154,2
NY09097-11-943,3821.34543701632,868.366752468339,1
NY09097-21-947,3290.04268001247,868.359069031021,1
NY09098-29-948,3343.51068001247,868.359069031021,1
NY09098-43-950,3517.34543701632,868.366752468339,1
NY09099-18-952,3824.27868001246,868.359069031021,1
NY09099-2-953,3633.51468001247,868.359069031021,1
NY09099-21-954,3331.46068001247,868.359069031021,1
NY09099-26-955,3904.58668001247,868.359069031021,1
NY09099-29-956,3660.70668001247,868.359069031021,1
NY09099-32-957,3266.67168001247,868.359069031021,1
NY09099-5-958,3944.34543701632,868.366752468339,1
NY09100-30-959,3525.78268001247,868.359069031021,1
NY09101-15-962,2865.75868001247,868.359069031021,1
NY09102-13-963,3499.66568001247,868.359069031021,1
NY09102-15-965,3722.34543701632,868.366752468339,1
NY09102-5-966,3888.34543701632,868.366752468339,1
NY09102-6-967,3767.34543701632,868.366752468339,1
NY09103-19-969,3206.34543701632,868.366752468339,1
NY09103-29-973,3653.34543701632,868.366752468339,1
NY09104-1-975,3328.51468001247,868.359069031021,1
NY09104-2-976,3551.34543701632,868.366752468339,1
NY09104-4-977,3788.34543701632,868.366752468339,1
NY09104-8-979,3459.89068001247,868.359069031021,1
NY09104-9-980,3716.34543701632,868.366752468339,1
NY09105-2-981,3561.34543701632,868.366752468339,1
NY09107-15-987,3637.04668001247,868.359069031021,1
NY09107-17-988,3768.26868001247,868.359069031021,1
NY09107-24-989,3769.24368001247,868.359069031021,1
NY09108-17-990,3701.34543701632,868.366752468338,1
NY09108-30-991,3691.59268001247,868.359069031021,1
NY09110-13-995,3526.34543701632,868.366752468339,1
NY09112-10-999,4005.64355851439,843.363648433154,2
NY09112-7-1000,3913.34543701632,868.366752468339,1
NY09113-10-1003,3792.34543701632,868.366752468339,1
NY09113-7-1005,3764.34543701632,868.366752468339,1
NY09113-8-1006,3750.34543701632,868.366752468339,1
NY09114-15-1008,3796.34543701632,868.366752468339,1
NY09116-6-1013,3755.34543701632,868.366752468339,1
NY09116-9-1014,3497.95468001247,868.359069031021,1
NY09118-6-1019,3336.34543701632,868.366752468339,1
NY09119-3-1022,3358.13868001247,868.359069031021,1
NY09119-7-1023,3553.79868001247,868.359069031022,1
NY09119-9-1024,3598.34543701632,868.366752468339,1
NY09120-6-1025,3274.35468001246,868.359069031021,1
NY09121-8-1026,3628.34543701632,868.366752468339,1
NY09122-13-1027,3595.34543701632,868.366752468338,1
NY09122-17-1028,3950.34543701632,868.366752468339,1
NY09123-7-1029,3340.10268001247,868.359069031022,1
NY09124-21-1030,3587.34543701632,868.366752468339,1
NY09124-31-1032,3813.34543701632,868.366752468338,1
NY09126-32-1039,2108.43468001247,868.359069031022,1
NY09127-8-1041,3672.34543701632,868.366752468339,1
NY09128-13-1042,3857.34543701632,868.366752468339,1
NY09130-15-1046,3543.13068001247,868.35906903102,1
NY09130-24-1048,3198.89068001247,868.359069031022,1
NY10086-6-03-1262,4331.34543701632,868.366752468339,1
NY10086-6-09-1263,4325.34543701632,868.366752468339,1
NY10086-6-13-1264,3705.34543701632,868.366752468339,1
NY10086-6-14-1265,4056.34543701632,868.366752468339,1
NY10086-6-27-1266,3811.34543701632,868.366752468339,1
NY10086-6-33-1267,3850.34543701632,868.366752468339,1
NY10086-6-67-1268,4033.34543701632,868.366752468339,1
NY10087-1-01-1269,4088.34543701632,868.366752468338,1
NY10087-1-02-1270,4196.34543701632,868.366752468338,1
NY10089-2-02-1271,3769.34543701632,868.366752468339,1
NY10102-1-02-1272,4128.34543701632,868.366752468339,1
NY10102-1-04-1273,4062.34543701632,868.366752468339,1
NY10102-1-08-1274,4130.34543701632,868.366752468339,1
NY10102-1-13-1275,3889.34543701632,868.366752468339,1
NY10102-1-14-1276,3945.34543701632,868.366752468339,1
NY10102-1-17-1277,4058.34543701632,868.366752468339,1
NY10102-1-19-1278,3887.34543701632,868.366752468339,1
NY10102-1-24-1279,4104.34543701632,868.366752468339,1
NY10102-1-26-1280,4068.34543701632,868.366752468339,1
NY10102-1-29-1281,3958.34543701632,868.366752468339,1
NY10102-1-30-1282,4125.34543701632,868.366752468339,1
NY10102-1-50-1283,3917.34543701632,868.366752468339,1
NY10102-1-54-1284,4113.34543701632,868.366752468339,1
NY10102-1-68-1285,4166.34543701632,868.366752468339,1
NY10102-1-71-1286,4109.34543701632,868.366752468339,1
NY10102-1-78-1287,3804.34543701632,868.366752468339,1
NY10108-2-11-1288,3927.34543701632,868.366752468339,1
NY10108-2-13-1289,3650.34543701632,868.366752468339,1
